name,id,tags,tech/manufacturer,rarity,base price,stack size,cargo space,icon,sound id,sound id drop,plugin,plugin params,desc,order,
Ashen Engraved Slab,Data_Cross_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Cross_2,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",2.2,
Ashen Engraved Slab,Data_Cross_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Cross_3,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",2.3,
Holographic Record,Archives_Cross_0,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Cross_0,,Touching the slab projects additional information... So they actually have this functionality?,2.4,
Holographic Record,Archives_Cross_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Cross_1,,Touching the slab projects additional information... So they actually have this functionality?,2.5,
Holographic Record,Archives_Cross_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Cross_2,,Touching the slab projects additional information... So they actually have this functionality?,2.6,
Holographic Record,Archives_Cross_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Cross_22,,Touching the slab projects additional information... So they actually have this functionality?,2.7,
Holographic Record,Archives_Cross_4,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Cross_3,,Touching the slab projects additional information... So they actually have this functionality?,2.8,
Holographic Record,Archives_CrossCM,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_CMCross,,"Touching these slabs... Ugh, who else could this damn color belong to?",2.9,
Holographic Record,Archives_CrossEI,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_ElisCross,,Touching these slabs... This entry seems to be transmitted from elsewhere...,2.9,

Radiant Engraved Slab,Data_IE_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_IE_1,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",3.1,
Radiant Engraved Slab,Data_IE_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_IE_2,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",3.2,
Radiant Engraved Slab,Data_IE_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_IE_3,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",3.3,
Holographic Record,Archives_IE_0,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_IE_0,,Touching the slab projects additional information... So they actually have this functionality?,3.4,
Holographic Record,Archives_IE_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_IE_1,,Touching the slab projects additional information... So they actually have this functionality?,3.5,
Holographic Record,Archives_IE_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_IE_2,,Touching the slab projects additional information... So they actually have this functionality?,3.6,
Holographic Record,Archives_IE_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_IE_22,,Touching the slab projects additional information... So they actually have this functionality?,3.7,
Holographic Record,Archives_IE_4,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_IE_3,,Touching the slab projects additional information... So they actually have this functionality?,3.8,
Holographic Record,Archives_IECM,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_CMIE,,"Touching these slabs... Ugh, who else could this damn color belong to?",3.9,
Holographic Record,Archives_IEEI,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_ElisIE,,Touching these slabs... This entry seems to be transmitted from elsewhere...,3.9,

Viridian Engraved Slab,Data_SSoul_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_SSoul_1,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",4.1,
Viridian Engraved Slab,Data_SSoul_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_SSoul_2,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",4.2,
Viridian Engraved Slab,Data_SSoul_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_SSoul_3,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",4.3,
Holographic Record,Archives_SSoul_0,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_SSoul_0,,Touching the slab projects additional information... So they actually have this functionality?,4.4,
Holographic Record,Archives_SSoul_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_SSoul_1,,Touching the slab projects additional information... So they actually have this functionality?,4.5,
Holographic Record,Archives_SSoul_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_SSoul_2,,Touching the slab projects additional information... So they actually have this functionality?,4.6,
Holographic Record,Archives_SSoul_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_SSoul_22,,Touching the slab projects additional information... So they actually have this functionality?,4.7,
Holographic Record,Archives_SSoul_4,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_SSoul_3,,Touching the slab projects additional information... So they actually have this functionality?,4.8,
Holographic Record,Archives_SSoulCM,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_CMSSoul,,"Touching these slabs... Ugh, who else could this damn color belong to?",4.9,
Holographic Record,Archives_SSoulEI,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_ElisSSoul,,Touching these slabs... This entry seems to be transmitted from elsewhere...,4.9,

Amber Engraved Slab,Data_Elf_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Elf_1,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",5.1,
Amber Engraved Slab,Data_Elf_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Elf_2,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",5.2,
Amber Engraved Slab,Data_Elf_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Elf_3,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",5.3,
Holographic Record,Archives_Elf_0,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Elf_0,,Touching the slab projects additional information... So they actually have this functionality?,5.4,
Holographic Record,Archives_Elf_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Elf_1,,Touching the slab projects additional information... So they actually have this functionality?,5.5,
Holographic Record,Archives_Elf_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Elf_2,,Touching the slab projects additional information... So they actually have this functionality?,5.6,
Holographic Record,Archives_Elf_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Elf_22,,Touching the slab projects additional information... So they actually have this functionality?,5.7,
Holographic Record,Archives_Elf_4,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Elf_3,,Touching the slab projects additional information... So they actually have this functionality?,5.8,
Holographic Record,Archives_ElfCM,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_CMElf,,"Touching these slabs... Ugh, who else could this damn color belong to?",5.9,
Holographic Record,Archives_ElfEI,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_ElisFix,,Touching these slabs... This entry seems to be transmitted from elsewhere...,5.9,

Crimson Engraved Slab,Data_Dust_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Dust_1,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",6.1,
Crimson Engraved Slab,Data_Dust_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Dust_2,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",6.2,
Crimson Engraved Slab,Data_Dust_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Data_Dust_3,,"While you don't understand why anyone would use these abstract stone slabs for data storage in this digital age, the retro lighting embedded in the walls does look undeniably cool.",6.3,
Holographic Record,Archives_Dust_0,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Dust_0,,Touching the slab projects additional information... So they actually have this functionality?,6.4,
Holographic Record,Archives_Dust_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Dust_1,,Touching the slab projects additional information... So they actually have this functionality?,6.5,
Holographic Record,Archives_Dust_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Dust_2,,Touching the slab projects additional information... So they actually have this functionality?,6.6,
Holographic Record,Archives_Dust_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Dust_22,,Touching the slab projects additional information... So they actually have this functionality?,6.7,
Holographic Record,Archives_Dust_4,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_Dust_3,,Touching the slab projects additional information... So they actually have this functionality?,6.8,
Holographic Record,Archives_DustCM,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_CMDust,,"Touching these slabs... Ugh, who else could this damn color belong to?",6.9,
Holographic Record,Archives_DustEI,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.WitchData.Archives_ElisDust,,Touching these slabs... This entry seems to be transmitted from elsewhere...,6.9,

Pale Damaged Terminal,Data_Ba_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Ba_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Pale Damaged Terminal,Data_Bb_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Bb_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Pale Damaged Terminal,Data_Bc_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Bc_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Pale Damaged Terminal,Data_Bd_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Bd_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Pale Damaged Terminal,Data_Be_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Be_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Pale Damaged Terminal,Data_Bf_2,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Ba.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Bf_2,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,

Abyssal Blue Damaged Terminal,Data_RRA_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_RRA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_RRA_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Radiant Damaged Terminal,Data_IE_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_IE.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_IE_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Ashen Damaged Terminal,Data_Cross_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Cross.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Cross_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Viridian Damaged Terminal,Data_SSoul_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_SSoul.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_SSoul_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Amber Damaged Terminal,Data_Elf_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Elf.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Elf_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,
Crimson Damaged Terminal,Data_Dust_4,,Elis Archives,5,,1000,1,graphics/icons/cargo/Data_Dust.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Data_Dust_4,,A personal terminal recovered from a disabled capital ship - unlike any Persean model you've seen. Its battered appearance could be from combat or original design. Remarkably it still functions and contains mysterious data.,1,

Holographic Record,Archives_CM,,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM,,A projection from a mysteriously styled luminous stele...,999,
Holographic Record,Archives_CM2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.database.Archives_CM2,,A projection from a mysteriously styled luminous stele...,999,
Holographic Record,Archives_CM3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_CM.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM3,,A projection from a mysteriously styled luminous stele...,999,

Holographic Record,Archives_CM233,,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233,,"An eerie projection of unknown origin, fixed in space... You sense recklessly interacting with this could bring unforeseen consequences to the sector...",1000,

Cube Projection,Archives_Ring,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Ring,,A message gradually materializing from the newly opened cube...,1.1,
Cube Projection,Archives_Elis,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Elis,,A message gradually materializing from the newly opened cube...,1.2,
Cube Projection,Archives_Hillya,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Hillya,,A message gradually materializing from the newly opened cube...,1.3,
Cube Projection,Archives_Shinki,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Shinki,,A message gradually materializing from the newly opened cube...,1.4,
Cube Projection,Archives_Romena,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Romena,,A message gradually materializing from the newly opened cube...,1
Cube Projection,Archives_Reincarnation,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Reincarnation,,A message gradually materializing from the newly opened cube...,1.6,
Cube Projection,Data_Ba_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Data_Ba_1,,A message gradually materializing from the newly opened cube...,1.7,
Cube Projection,Data_Bb_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Data_Bb_1,,A message gradually materializing from the newly opened cube...,1.8,
Cube Projection,Archives_OldGod,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_OldGod,,A message gradually materializing from the newly opened cube...,1.9,
Cube Projection,Archives_Witch,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Witch,,A message gradually materializing from the newly opened cube...,1.91,
Cube Projection,Archives_Yihui,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Yihui,,A message gradually materializing from the newly opened cube...,1.92,
Cube Projection,Archives_Rules,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Rules,,A message gradually materializing from the newly opened cube...,1.93,
Cube Projection,Archives_CMELF,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_CMELF,,A message gradually materializing from the newly opened cube...,1.94,
Cube Projection,Archives_Angel,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Angel,,A message gradually materializing from the newly opened cube...,1.95,
Cube Projection,Archives_Demon,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Cube.Archives_Demon,,A message gradually materializing from the newly opened cube...,1.96,

Story Transmission,Archives_AL,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Archives_AL,,,5,
Story Transmission,Archives_AL2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_Ei.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Archives_AL2,,,5,
Story Transmission,Archives_AL3_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_RRA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Archives_AL3_1,,,5,
Story Transmission,Archives_AL3_2,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_RRA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Archives_AL3_2,,,5,
Story Transmission,Archives_AL3_3,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Archives_RRA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Story.Archives_AL3_3,,,5,

Pale Engraved Slab,Archives_DH,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Archives_DH,,A mysteriously styled luminous stele...,1,
Pale Engraved Slab,Archives_ET,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Archives_ET,,A mysteriously styled luminous stele...,2,
Pale Engraved Slab,Archives_ZS,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Archives_ZS,,A mysteriously styled luminous stele...,3,
Pale Engraved Slab,Data_Be_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Data_Be_1,,A mysteriously styled luminous stele...,999,
Pale Engraved Slab,Data_Bc_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Data_Bc_1,,A mysteriously styled luminous stele...,999,
Pale Engraved Slab,Data_Bd_1,,Elis Archives,5,100000,1000,1,graphics/icons/cargo/Slabstone_BA.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.kingdom.Data_Bd_1,,A mysteriously styled luminous stele...,999,

Spatial Echo,Archives_CM233_Liao,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_Liao,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1000,
Spatial Echo,Archives_CM233_ROTK,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_ROTK,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1001,
Spatial Echo,Archives_CM233_Sudan,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_Sudan,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1002,
Spatial Echo,Archives_CM233_SZB,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_SZB,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1003,
Spatial Echo,Archives_CM233_Ju,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_Ju,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1004,
Spatial Echo,Archives_CM233_YKM,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_YKM,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1005,
Spatial Echo,Archives_CM233_Zako,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_Zako,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1006,
Spatial Echo,Archives_CM233_ZuanShi,Cargo_target,Elis Archives,5,0,1000,1,graphics/icons/cargo/Archives_DR.png,ui_chip_pickup,ui_bp_package_drop,data.campaign.archives.Elis.Archives_CM233_ZuanShi,,An eerie projection of unknown origin anchored in space... You sense interacting with this recklessly might bring unforeseen consequences to the sector...,1007,
